Code,target_close,Stock Price,Market Capitalization,CloseMean,CloseMax,CloseMin,CloseChangeMean,VolumeSum,NikkeiCorr,MothersCorr,RSI,MovingAverage50,MovingAverage200,ATR,GapMean,CandleSizeMean,High-LowRangeMean,MACD,Signal,UpperBand,LowerBand,PercentR,ADX,ChangeRate_0,ChangeRate_3,ChangeRate_7,ChangeRate_14,ChangeRate_21,ChangeRate_28,ChangeRate_35,ChangeRate_42,ChangeRate_49
9927,578.030456543,558.5489532809,5068545357.207049,462.3645109953704,606.7775268555,326.6715087891,0.45175724456312116,1296400.0,0.2511552134951677,0.14084241183078358,44.364163942018685,567.614955444336,462.3645109953704,457.30939042335234,0.8847169948417901,0.8746438560037046,14.474738762591114,2.684622174109336,5.608687205476143,611.4520727510259,550.4770105009239,75.32467116967183,21.52052254413121,578.030456543:3.370324702025582,583.7323608398:0.9864366543764981,583.0195922852:0.8631267930133472,590.8597412109:2.2194824723644286,582.7819824219:0.8220199861642633,593.9482421875:2.7537970472522764,591.3348999023:2.3016855268958034,567.8145141602:-1.7673709520252632,564.4884033203:-2.342792333762195
7352,356.0689086914,354.5707225398,14851080172.437023,268.6007821542237,376.0447387695,217.9250488281,0.38328398629439425,4060800.0,0.1610995011225016,0.18764500189878588,73.45135136228102,302.004373474122,268.60078215422374,267.8267562201804,1.81679583790597,-0.9201411463333333,10.08194368274593,16.679573463189513,13.9149629885635,377.0157438671632,272.79754653809675,41.279053581776544,39.240409884473245,356.0689086914:0.42075736326039825,384.0350341797:7.854132951702858,382.0375061035:7.293138147764151,565.315612793:58.7657891475583,489.4075012207:37.447412361651246,451.4534301758:26.788219683361476,439.9673461914:23.56241599648163,447.9576721191:25.8064552070562,431.9770202637:21.31837678590706
3498,5134.2626953125,5114.5534335263,41259407353.62012,3038.9603795934627,5325.1782226562,1858.6246337891,0.8158265912635182,37046100.0,0.2997339043048044,0.43014993113143496,70.61994189554511,4184.040595703128,3038.9603795934627,2965.056742515396,10.401420546631332,13.531262179480752,158.24498620281182,258.70863833737076,217.37588754489423,5230.548256326503,4056.1506694547465,29.629624167079733,19.065056090470865,5134.2626953125:0.3838771593084665,5006.1528320312:-2.495194945873383,4897.7514648438:-4.6065276458220765,5035.716796875:-1.9193778013631992,4138.9453125:-19.385789973723178,4370.5288085938:-14.875239777192876,4311.4008789062:-16.026874066213242,3961.5615234375:-22.840692840778434,4217.7822265625:-17.850283928532367
9248,2001.4063720703,2014.3425166728,17616131516.727592,2295.9344473379647,2543.2561035156,1888.1608886719,0.052482162578404795,2290400.0,0.36465314211079775,0.2301513066621648,28.197680080320964,2349.9256323242203,2295.9344473379642,2321.1164165806,-1.4899011996805962,1.3018314105896294,57.67076556454666,-124.15542102278641,-88.65227765422111,2800.7906222091233,1752.9108792557274,77.15875488702595,45.97847909089362,2001.4063720703:-0.6463527239157617,1924.7135009766:-3.831948981673679,1798.1240234375:-10.156975188528062,1739.9113769531:-13.065562234954998,1623.4860839844:-18.88273632780387,1464.5562744141:-26.823642871730748,1312.0946044922:-34.44136968870846,1349.0550537109:-32.594645818209976,1289.9184570312:-35.54939791178544
3452,504.8359985352,504.8359985352,9847167820.145279,465.2474853515644,517.0638427734,419.2409973145,0.14739023052107644,8271300.0,0.46471352739935684,0.30483388235283304,68.42108812048998,481.498245239258,465.2474853515644,466.6917408497625,0.899490665670898,-0.32995819550296546,9.148251944391852,3.2455832421230184,2.5839107522470006,498.4449946090597,477.1636418655503,9.677428488952517,10.538953497128267,504.8359985352:0.0,498.7220458984:-1.2110769942198836,496.1018066406:-1.730104810263651,523.1777954102:3.6332188925154685,494.3549499512:-2.076129399331892,476.185333252:-5.675242131371563,478.9012145996:-5.137269135095504,480.7117919922:-4.778622485915678,489.7647705078:-2.9853711048993614
9973,21.0,20.0,3269331742.243437,27.585185185185185,35.0,21.0,-0.12234657633945284,153345900.0,0.1031843981141091,0.15719784229968606,20.0,25.02,27.585185185185185,28.81058862947752,0.07462686567164178,-0.11851851851851852,1.614814814814815,-1.2468149718853638,-1.0925817699640528,25.813564212655205,20.086435787344794,75.0,97.14285714285714,21.0:4.761904761904762,19.0:-9.523809523809524,19.0:-9.523809523809524,18.0:-14.285714285714285,17.0:-19.047619047619047,19.0:-9.523809523809524,19.0:-9.523809523809524,18.0:-14.285714285714285,19.0:-9.523809523809524
3435,868.8451538086,866.0026941996,6694553272.186119,869.5540174696177,934.2217407227,847.0529785156,-0.052988284966746874,352200.0,0.14615034690817447,0.004386766223059589,66.66666666666666,857.4753161621061,869.5540174696177,875.9957440081005,0.7919288880164181,-1.17207596132,7.832555409522954,1.5880781499199657,0.3857568461768585,865.8999082631543,849.7139711313758,25.000044730707152,25.76156055178222,868.8451538086:0.32715376227168025,868.8451538086:0.0,871.6876220703:0.3271547581568448,869.7926635742:0.1090539276701448,867.897644043:-0.1090539276701448,859.3702392578:-1.0905182021521937,860.3177490234:-0.981464274482049,887.794921875:2.181029379439283,905.7971191406:4.252997806343318
4320,497.6038208008,509.9020140905,7663116583.649547,440.98527266890744,515.578125,370.0236206055,0.19483158912164006,7392100.0,0.42255841590569243,0.3477850756377296,79.66102806978668,454.802235107422,440.98527266890744,442.4901674443569,1.1281814661783582,-0.4107439249103701,9.363307310618518,14.51002269306224,9.248690307005898,511.9234909256007,431.6317428390494,12.499995991034211,28.57468506377388,497.6038208008:-2.471482889723068,496.6578063965:-0.19011397516553805,524.0922241211:5.32319130461496,551.5266723633:10.836502717306569,505.1719665527:1.5209179342153092,473.9534606934:-4.752849379118346,472.0614318848:-5.1330773294494225,480.5755615234:-3.4220515529796853,491.927734375:-1.1406838509932282
7860,1443.5736083984,1457.5707668509,62693337729.626465,1360.7741916232621,1593.8099365234,967.3465576172,0.20670672724314842,36213400.0,0.260848449414375,0.26492806059186635,35.32761642738974,1483.335004882808,1360.7741916232621,1359.7448462792754,0.14280047258208933,1.8787789762496307,34.904142517728154,-14.414850497877751,-10.002550379772329,1598.0798656845388,1388.073991737331,58.97438923012235,37.26033767127717,1443.5736083984:-0.9696186166793066,1430.5095214844:-0.9049823880123558,1506.0943603516:4.330970834425607,1480.8994140625:2.5856530936106426,1550.8851318359:7.4337410169585185,1538.7543945312:6.593414120281689,1551.8184814453:7.498396508300975,1609.6733398438:11.506149078860101,1655.3973388672:14.673566296616622
5334,2461.431640625,2467.8297176708,501676585034.56226,2366.668666811348,2636.6943359375,2046.6276855469,0.14156508487609515,171654500.0,0.514485459667432,0.25716692302826577,46.005512280319266,2470.438520507816,2366.668666811348,2373.4712505303764,4.359079492181327,-1.1235457672088731,45.17262910852074,-12.72236354866618,-18.075254823790672,2525.7821429982723,2340.5769146189177,38.16437647197684,15.619254499902349,2461.431640625:-0.2599331600440296,2408.4189453125:-2.1537342105116988,2329.8139648438:-5.347200125687016,2394.708984375:-2.7107255447914027,2268.5754394531:-7.835123185583594,2228.3586425781:-9.469001462405787,2242.0690917969:-8.91199029083741,2333.4699707031:-5.198668441972589,2382.8266601562:-3.193465915179382
5334,2461.431640625,2467.8297176708,501676585034.56226,2366.668666811348,2636.6943359375,2046.6276855469,0.14156508487609515,171654500.0,0.514485459667432,0.25716692302826577,46.005512280319266,2470.438520507816,2366.668666811348,2373.4712505303764,4.359079492181327,-1.1235457672088731,45.17262910852074,-12.72236354866618,-18.075254823790672,2525.7821429982723,2340.5769146189177,38.16437647197684,15.619254499902349,2461.431640625:-0.2599331600440296,2408.4189453125:-2.1537342105116988,2329.8139648438:-5.347200125687016,2394.708984375:-2.7107255447914027,2268.5754394531:-7.835123185583594,2228.3586425781:-9.469001462405787,2242.0690917969:-8.91199029083741,2333.4699707031:-5.198668441972589,2382.8266601562:-3.193465915179382
3350,490.0,490.0,2305758594.8055844,523.4074074074074,660.0,420.0,0.05273346646836819,7312600.0,0.14266345294554122,0.312172655230793,50.0,511.2,523.4074074074074,545.7871250149027,2.08955223880597,-2.3703703703703702,32.888888888888886,-5.8367647092038055,-7.1259728130878175,502.8909164503245,462.1090835496755,66.66666666666667,40.95238095238095,490.0:0.0,540.0:10.204081632653061,520.0:6.122448979591836,510.0:4.081632653061225,470.0:-4.081632653061225,460.0:-6.122448979591836,410.0:-16.3265306122449,360.0:-26.53061224489796,340.0:-30.612244897959183
4837,564.0,555.0,21607553654.08893,548.0147058823529,688.0,365.0,0.39940943402320794,81762500.0,0.08251756283543865,0.05834857403324775,46.76258992805756,568.52,548.0147058823529,553.7298935337539,-0.05185185185185185,1.4779411764705883,25.852941176470587,-1.104362479703127,-1.3096856442189768,588.3499706415967,539.0500293584034,48.07692307692308,17.026377191660753,564.0:1.5957446808510638,589.0:4.432624113475177,587.0:4.078014184397164,568.0:0.7092198581560284,523.0:-7.2695035460992905,590.0:4.609929078014184,609.0:7.9787234042553195,633.0:12.23404255319149,676.0:19.858156028368796
9446,503.9988098145,521.5051670109,4841385339.090649,514.7404737684496,545.0653076172,484.1968383789,-0.032178295159102005,355100.0,0.10870136515633043,0.02406867029319885,72.83950922772402,502.492716064456,514.7404737684496,518.9920061852674,-0.49634673749030345,0.29894857806296776,5.781900882958521,3.322167915208297,-0.38732105564142794,516.4118824504365,476.00900378002353,7.499989415114097,35.25052546757364,503.9988098145:-3.473491773292736,503.9988098145:0.0,506.763092041:0.5484699909345786,510.4485778809:1.2797189082200167,495.7064208984:-1.6453191465178467,490.1780700684:-2.7422167427710424,492.0208435059:-2.3765862290445825,499.3919677734:-0.9140581190649268,502.1561279297:-0.3656123484653121
9211,1231.25,1270.0,5204906233.900052,850.3888888888889,1400.0,675.0,0.6061328584456048,5348000.0,0.3460512025882955,0.3566367021783613,71.53392330383481,972.75,850.3888888888889,851.9246058571058,6.220149253731344,-1.8981481481481481,46.303703703703704,103.22410385034232,68.60074778653996,1382.0799734807592,730.1700265192409,28.571428571428573,58.12521546060285,1231.25:-3.1472081218274113,1250.0:1.5228426395939088,1162.0:-5.624365482233502,1257.5:2.131979695431472,1127.5:-8.426395939086294,1295.5:5.218274111675127,1099.5:-10.700507614213198,1042.5:-15.32994923857868,1007.0:-18.213197969543145
4593,293.0,287.0,15827596552.824768,358.2148148148148,805.0,265.0,-0.6565869168198136,141248600.0,0.2917136367779199,0.4229883728068799,52.5,292.92,358.2148148148148,391.91740068573404,-2.3358208955223883,-1.4074074074074074,16.918518518518518,-4.967318863640912,-4.777430688877734,308.7508820598013,263.8491179401987,66.66666666666667,26.9210633047209,293.0:2.04778156996587,286.0:-2.3890784982935154,291.0:-0.6825938566552902,287.0:-2.04778156996587,255.0:-12.969283276450511,269.0:-8.19112627986348,277.0:-5.460750853242321,311.0:6.143344709897611,310.0:5.802047781569966
4972,1631.2218017578,1635.842826692,12571588797.687393,1726.7229248046829,1848.4099121094,1535.1044921875,0.05055274036380681,536900.0,0.009295445419008792,-0.050059361456785134,28.346444409338133,1724.973093261718,1726.7229248046829,1741.5826481977222,0.23449991656642097,-0.04792172834963316,29.862088983659266,-29.81741028684769,-26.41848412818762,1809.2703200417036,1569.6229660910967,58.44150819096746,48.01187668583726,1631.2218017578:-0.2832861189827416,1623.828125:-0.4532600502171188,1625.6765136719:-0.33994690850284104,1617.3586425781:-0.8498635295801653,1581.3145751953:-3.059499726445546,1605.3439941406:-1.5864064340799118,1600.7230224609:-1.8696892883625398,1609.0408935547:-1.3597726672852155,1580.3905029297:-3.116148813933478
7082,1929.0,2033.0,11011920650.960249,1789.4962962962964,2618.0,1294.0,0.2469408582502755,14405100.0,0.3510819286303221,0.5035517994472307,50.89285714285714,1984.44,1789.4962962962964,1806.3861106588888,3.5,-1.0518518518518518,79.91851851851852,22.58696755295182,27.9722529550642,2132.429851278609,1950.6701487213907,80.07246376811594,29.164442034988124,1929.0:-5.391394504924832,1905.0:-1.244167962674961,1924.0:-0.2592016588906169,1827.0:-5.287713841368585,1595.0:-17.31467081389321,1622.0:-15.914981855883878,1795.0:-6.946604458268533,1724.0:-10.627268014515293,1782.0:-7.620528771384137
7081,666.7378540039,670.3009153479,7227714530.753724,658.2340558087393,754.0618286133,550.4427490234,0.12678863949363356,1712200.0,0.2606530808018742,0.24912316618861147,32.36074049847508,708.191584472658,658.2340558087393,659.6203257101857,-0.7280459650641775,1.4055268126170353,12.603332272620737,-6.502811965779983,-1.6897731985677176,772.7111963440658,665.5106603453943,73.43753303520423,37.57046669261564,666.7378540039:-0.5344021376022107,676.5362548828:1.469603206126449,675.2001342773:1.2692065138618158,683.2169799805:2.4716049760245986,676.981628418:1.5364021035529951,696.2962646484:4.433288205701171,698.1909179688:4.717455860053215,707.6643066406:6.138312440328399,716.6640625:7.488131684181826
7721,1150.8342285156,1152.7603109064,17655431512.03434,1234.1908103660282,1538.9398193359,1049.7149658203,0.07566299807438474,20888900.0,0.30958483452759117,0.084229409850719,29.84495114775021,1192.090925292968,1234.1908103660282,1248.0859764635347,1.487682361662683,-0.9987094481140705,33.10008286922148,-25.969837883816353,-21.717134427436775,1307.051982622771,1049.124604291289,64.86489145291688,41.16575628383167,1150.8342285156:-0.1673640167345734,1152.7603759766:0.1673696709112018,1117.1278076172:-2.92886847325319,1227.8775634766:6.694564086816755,1261.583984375:9.623432560069945,1210.5428466797:5.188290084238718,1256.7687988281:9.205024293476166,1243.2862548828:8.033479025597716,1232.6927490234:7.11297235340184
2164,402.0,405.0,839196326.3358779,423.0,710.0,389.0,0.1187102278848185,5639000.0,0.06118621004035529,0.011507136171714895,50.0,418.62,423.0,431.2424274285385,0.8432835820895522,-0.8296296296296296,15.2,-3.6934034799218125,-5.113274719273486,407.49883885068385,399.00116114931615,95.34883720930233,65.82710276473121,402.0:-0.7462686567164178,406.0:0.9950248756218906,409.0:1.7412935323383085,414.0:2.9850746268656714,395.0:-1.7412935323383085,388.0:-3.482587064676617,389.0:-3.233830845771144,419.0:4.228855721393035,413.0:2.736318407960199
2164,402.0,405.0,839196326.3358779,423.0,710.0,389.0,0.1187102278848185,5639000.0,0.06118621004035529,0.011507136171714895,50.0,418.62,423.0,431.2424274285385,0.8432835820895522,-0.8296296296296296,15.2,-3.6934034799218125,-5.113274719273486,407.49883885068385,399.00116114931615,95.34883720930233,65.82710276473121,402.0:-0.7462686567164178,406.0:0.9950248756218906,409.0:1.7412935323383085,414.0:2.9850746268656714,395.0:-1.7412935323383085,388.0:-3.482587064676617,389.0:-3.233830845771144,419.0:4.228855721393035,413.0:2.736318407960199
9248,2001.4063720703,2014.3425166728,17616131516.727592,2295.9344473379647,2543.2561035156,1888.1608886719,0.052482162578404795,2290400.0,0.36465314211079775,0.2301513066621648,28.197680080320964,2349.9256323242203,2295.9344473379642,2321.1164165806,-1.4899011996805962,1.3018314105896294,57.67076556454666,-124.15542102278641,-88.65227765422111,2800.7906222091233,1752.9108792557274,77.15875488702595,45.97847909089362,2001.4063720703:-0.6463527239157617,1924.7135009766:-3.831948981673679,1798.1240234375:-10.156975188528062,1739.9113769531:-13.065562234954998,1623.4860839844:-18.88273632780387,1464.5562744141:-26.823642871730748,1312.0946044922:-34.44136968870846,1349.0550537109:-32.594645818209976,1289.9184570312:-35.54939791178544
8091,1216.2938232422,1223.1218200044,7429853906.685255,1120.1710055881067,1245.8817138672,1009.6979980469,0.07453932503773929,3775200.0,0.3939402612104517,0.24142935720321496,75.66958299809731,1166.5110131835881,1120.1710055881065,1131.7016841790862,-0.7031189986373104,1.2432735056518494,28.876197709186663,13.503340640398392,3.2358713001509396,1223.9212041745081,1076.5673822512522,5.084747284857026,34.77864053711949,1216.2938232422:-0.5613772455079152,1192.1682128906:-1.983534725786065,1187.1610107422:-2.395211744341712,1239.9641113281:1.9460995060226112,1237.6882324219:1.7589836247519732,1339.1976318359:10.104779473933593,1289.1257324219:5.988019324603363,1417.9471435547:16.57932618410945,1397.4633789062:14.895212998867935
9405,603.181640625,606.0769125,24983787237.91818,616.2445751048881,671.7075195312,594.4957885742,-0.06222960868590604,10738900.0,0.4363607892651495,0.34402623435702034,65.71439929467006,602.201411132802,616.2445751048881,622.3942947585442,0.5324336379746325,-0.9795660752903763,5.558412451577781,-0.31619425351232167,-1.1412192754611874,605.3927840337749,593.249696434945,6.666677471841934,20.523841907899673,603.181640625:-0.48000000000000803,599.3212280273:-0.640008305574415,599.3212280273:-0.640008305574415,606.0769042969:0.4799986400282375,606.0769042969:0.4799986400282375,608.0070800781:0.7999977333693385,614.7627563477:1.920004678971991,623.4484863281:3.35999048016449,619.5881347656:2.7199922934657024
9326,417.818145752,418.7486984151,4297270029.878652,560.3512521249253,748.1643676758,411.3042907715,-0.3506408198807696,7241000.0,0.3459422354294433,0.4715184734313593,32.394345378967,467.80743957519996,560.3512521249252,583.2703601465805,-1.173607293820895,-1.0408403835466675,15.702214861997035,-12.307705956672123,-14.111369828189286,456.74061199601084,405.1372810704092,82.45614464381383,26.377560535615913,417.818145752:-0.2227171492097762,438.2903137207:4.899779527730572,428.9848022461:2.672611663144008,415.9570617676:-0.44542919050353436,374.0821838379:-10.467702841240389,379.6654968262:-9.131400661675878,386.1793823242:-7.572376582844615,382.4571228027:-8.46325687594452,394.5543518066:-5.567923313509818
4914,2817.4360351562,2846.8535215456,51026006095.97562,2489.9086172598395,2838.3125,2102.6706542969,0.1462557619312126,3025800.0,0.5727244554892557,0.44741684673863036,78.26081581180412,2624.716450195312,2489.90861725984,2495.548605099637,0.4059388556164227,2.7346810701325888,48.240953233497756,43.344364599997334,29.48086861281427,2815.3555554237846,2559.7881701621554,3.3088278912917852,19.233991753042858,2817.4360351562:-1.0441226002055115,2665.603515625:-5.389031645674338,2538.4440917969:-9.902334600609043,2539.3930664062:-9.868652394608318,2455.8857421875:-12.832599869428996,2371.4289550781:-15.830246880950863,2357.1945800781:-16.335471305654114,2438.8044433594:-13.438870912141523,2516.6184082031:-10.676999342646035
7981,1249.0189208984,1253.7144807514,89417743571.22942,1196.4587339047985,1264.5529785156,1109.9350585938,0.06259590899283973,13734700.0,0.5430937883704992,0.24826443063992526,88.98309752407184,1210.04387695312,1196.4587339047985,1202.7254218503183,1.5931344033917951,-1.0342822508392635,15.736908959165191,6.0664390009008,-2.997080775955189,1243.1290287217096,1146.2534419814003,2.970302415936865,42.370736924890004,1249.0189208984:-0.37593984962394594,1234.9322509766:-1.1278187772902304,1220.8455810547:-2.255637554588471,1264.0445556641:1.20299496783382,1301.6091308594:4.210521480585154,1262.1665039062:1.052632813467961,1264.9838867188:1.2782004782534988,1306.3046875:4.586461073015231,1286.5833740234:3.0075167394566344
9326,417.818145752,418.7486984151,4297270029.878652,560.3512521249253,748.1643676758,411.3042907715,-0.3506408198807696,7241000.0,0.3459422354294433,0.4715184734313593,32.394345378967,467.80743957519996,560.3512521249252,583.2703601465805,-1.173607293820895,-1.0408403835466675,15.702214861997035,-12.307705956672123,-14.111369828189286,456.74061199601084,405.1372810704092,82.45614464381383,26.377560535615913,417.818145752:-0.2227171492097762,438.2903137207:4.899779527730572,428.9848022461:2.672611663144008,415.9570617676:-0.44542919050353436,374.0821838379:-10.467702841240389,379.6654968262:-9.131400661675878,386.1793823242:-7.572376582844615,382.4571228027:-8.46325687594452,394.5543518066:-5.567923313509818
9326,417.818145752,418.7486984151,4297270029.878652,560.3512521249253,748.1643676758,411.3042907715,-0.3506408198807696,7241000.0,0.3459422354294433,0.4715184734313593,32.394345378967,467.80743957519996,560.3512521249252,583.2703601465805,-1.173607293820895,-1.0408403835466675,15.702214861997035,-12.307705956672123,-14.111369828189286,456.74061199601084,405.1372810704092,82.45614464381383,26.377560535615913,417.818145752:-0.2227171492097762,438.2903137207:4.899779527730572,428.9848022461:2.672611663144008,415.9570617676:-0.44542919050353436,374.0821838379:-10.467702841240389,379.6654968262:-9.131400661675878,386.1793823242:-7.572376582844615,382.4571228027:-8.46325687594452,394.5543518066:-5.567923313509818
8399,789.1572265625,789.1572265625,33480525917.751186,717.9112114800325,775.1484375,694.6393432617,0.06763322037828629,12237000.0,0.5683262502213015,0.3642221701512983,83.1683193942676,719.8294567871,717.9112114800325,722.4016088996913,0.9629843141992573,-0.5893783935000034,9.372011415703708,8.814454614603846,3.843428073733212,757.8825728330779,696.314601239162,0.0,18.427165889725618,789.1572265625:0.0,768.6110229492:-2.603562752988714,750.8666992188:-4.852078401472692,746.1971435547:-5.443792638753417,817.1745605469:3.550285423658993,807.8354492188:2.366856949110221,837.720703125:6.153840442422135,906.8303222656:14.911235903607412,900.2929077148:14.08283133088666
9409,1328.7965087891,1356.8628589383,124862013044.73607,1364.9488805700205,1486.2591552734,1249.5192871094,-0.009851624101443926,22572300.0,0.5549948529246208,0.41337240896797756,72.79412734881998,1323.345949707028,1364.9488805700207,1380.0119956241226,0.3621696566447863,-0.650486550597048,19.379117121417032,-6.962650283563789,-15.83790105515852,1347.5206874656942,1230.374600620246,3.092784862983665,56.31299667424858,1328.7965087891:-2.1121631463929806,1322.0219726562:-0.5098249497263888,1318.1507568359:-0.8011574295074908,1299.7624511719:-2.184989005100415,1279.4384765625:-3.7144914138567984,1258.1468505859:-5.316815459395009,1243.6296386719:-6.409323741737589,1291.0521240234:-2.8404939745134925,1267.8249511719:-4.588479666669346
4415,679.5,677.5,3928099143.6999807,533.5074074074074,675.0,403.0,0.39606949057846974,5843400.0,0.20989276137790028,0.28750525098098645,82.6086956521739,607.61,533.5074074074074,533.7642383131271,0.7313432835820896,0.9407407407407408,20.77777777777778,20.137516331045845,10.812227474090228,686.2380519426615,530.6119480573384,9.578544061302683,27.067137557151135,679.5:0.29433406916850624,674.0:-0.8094186902133923,669.0:-1.545253863134658,671.5:-1.177336276674025,641.5:-5.59234731420162,605.0:-10.963944076526857,617.5:-9.124356144223695,654.5:-3.679175864606328,685.0:0.8094186902133923
6462,2315.0,2346.0,22368037998.09615,2350.9338235294117,2479.0,2220.0,0.0008850514881393718,3449100.0,0.5382457099152925,0.22863673753861477,66.28352490421456,2308.18,2350.9338235294117,2369.3985390018474,3.4518518518518517,-3.7058823529411766,31.595588235294116,3.6918678021370397,-10.337550557902663,2340.730423868106,2190.8695761318945,27.205882352941178,28.559571407604967,2315.0:-1.3390928725701945,2280.0:-1.511879049676026,2230.0:-3.6717062634989204,2256.0:-2.548596112311015,2233.0:-3.5421166306695464,2254.0:-2.634989200863931,2266.0:-2.1166306695464363,2411.0:4.146868250539957,2434.0:5.140388768898488
9248,2001.4063720703,2014.3425166728,17616131516.727592,2295.9344473379647,2543.2561035156,1888.1608886719,0.052482162578404795,2290400.0,0.36465314211079775,0.2301513066621648,28.197680080320964,2349.9256323242203,2295.9344473379642,2321.1164165806,-1.4899011996805962,1.3018314105896294,57.67076556454666,-124.15542102278641,-88.65227765422111,2800.7906222091233,1752.9108792557274,77.15875488702595,45.97847909089362,2001.4063720703:-0.6463527239157617,1924.7135009766:-3.831948981673679,1798.1240234375:-10.156975188528062,1739.9113769531:-13.065562234954998,1623.4860839844:-18.88273632780387,1464.5562744141:-26.823642871730748,1312.0946044922:-34.44136968870846,1349.0550537109:-32.594645818209976,1289.9184570312:-35.54939791178544
6960,4490.97265625,4529.9398810331,135528463635.35538,3695.0191370081043,4575.7890625,3364.4912109375,0.22648835324946945,1751800.0,0.2719514290224233,0.0032027899459472113,66.4122178581091,3896.258686523438,3695.0191370081043,3679.4796735141317,4.990289169224616,2.5661160317711214,70.21534782480003,182.66341543197996,199.5061907666509,4883.508635328067,3807.588947679743,37.31338449327892,65.51143906536315,4490.97265625:-0.8676789587856978,4252.2983398438:-5.31453506121979,4072.0749511719:-9.327549667779165,4003.8823242188:-10.84598748009133,4339.974609375:-3.3622570973541546,4218.2021484375:-6.0737512492508845,4481.2314453125:-0.21690648514511315,4588.390625:2.1691953215173845,3994.1403808594:-11.06291027399528
4346,621.1160888672,621.1160888672,6761414108.949906,558.6361791540097,684.9550170898,458.1794128418,0.2600308252694219,6058700.0,0.41157150439711127,0.42828838875039027,43.79084994647685,630.4089660644499,558.6361791540097,560.60841259771,0.24017062999850797,0.871713004453333,17.87486324767852,-6.091154956897071,-1.3439891383005618,679.2062275713599,585.73337203802,66.66664659510941,28.891849748563853,621.1160888672:0.0,678.3618164062:9.216590676858091,628.748840332:1.2288767915705898,657.3717041016:5.837172130015743,610.6209716797:-1.68971910011881,608.7128295898:-1.996930928004338,598.2177734375:-3.6866402014255124,621.1160888672:0.0,630.6569824219:1.5360886194561176
