"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2021-04-06","1,225.66","1,246.76","1,248.28","1,220.66","","-1.21%"
"2021-04-05","1,240.63","1,247.84","1,248.31","1,236.10","","0.09%"
"2021-04-02","1,239.47","1,241.03","1,242.16","1,227.21","","0.74%"
"2021-04-01","1,230.38","1,216.74","1,233.85","1,212.57","","2.25%"
"2021-03-31","1,203.28","1,179.93","1,204.97","1,177.73","","1.94%"
"2021-03-30","1,180.43","1,180.79","1,195.01","1,172.51","","0.28%"
"2021-03-29","1,177.19","1,205.10","1,206.44","1,173.67","","-1.78%"
"2021-03-26","1,198.58","1,174.16","1,199.50","1,173.33","","2.99%"
"2021-03-25","1,163.82","1,154.90","1,167.76","1,138.11","","0.00%"
"2021-03-24","1,163.86","1,186.97","1,190.31","1,162.07","","-3.22%"
"2021-03-23","1,202.61","1,221.65","1,229.99","1,202.61","","-1.43%"
"2021-03-22","1,220.10","1,230.16","1,234.70","1,216.93","","-0.81%"
"2021-03-19","1,230.04","1,233.31","1,238.31","1,224.50","","-1.56%"
"2021-03-18","1,249.53","1,242.26","1,256.51","1,241.06","","1.37%"
"2021-03-17","1,232.66","1,212.31","1,233.03","1,212.31","","1.56%"
"2021-03-16","1,213.68","1,196.71","1,214.57","1,193.73","","1.40%"
"2021-03-15","1,196.89","1,208.65","1,208.65","1,191.28","","-0.85%"
"2021-03-12","1,207.15","1,185.01","1,207.15","1,180.65","","2.99%"
"2021-03-11","1,172.07","1,150.81","1,172.53","1,145.85","","1.36%"
"2021-03-10","1,156.37","1,168.28","1,180.46","1,152.02","","0.20%"
"2021-03-09","1,154.01","1,135.18","1,154.50","1,113.58","","0.54%"
"2021-03-08","1,147.86","1,182.00","1,183.07","1,143.25","","-1.72%"
"2021-03-05","1,167.90","1,158.23","1,167.94","1,125.59","","-0.33%"
"2021-03-04","1,171.81","1,180.08","1,180.19","1,157.28","","-2.16%"
"2021-03-03","1,197.66","1,222.33","1,226.18","1,190.69","","-2.03%"
"2021-03-02","1,222.43","1,231.79","1,247.04","1,214.46","","0.41%"
"2021-03-01","1,217.45","1,222.95","1,222.95","1,204.31","","0.28%"
"2021-02-26","1,214.09","1,215.51","1,225.65","1,193.20","","-1.96%"
"2021-02-25","1,238.31","1,236.94","1,251.12","1,227.54","","1.52%"
"2021-02-24","1,219.71","1,260.62","1,265.56","1,219.71","","-4.31%"
"2021-02-22","1,274.62","1,269.81","1,277.41","1,267.65","","0.73%"
"2021-02-19","1,265.43","1,259.47","1,275.61","1,251.17","","-0.57%"
"2021-02-18","1,272.67","1,293.78","1,305.43","1,272.67","","-1.69%"
"2021-02-17","1,294.49","1,310.54","1,314.86","1,290.41","","-1.99%"
"2021-02-16","1,320.73","1,321.37","1,340.38","1,313.70","","0.49%"
"2021-02-15","1,314.30","1,307.44","1,322.93","1,297.10","","0.21%"
"2021-02-12","1,311.57","1,288.51","1,313.45","1,283.35","","1.67%"
"2021-02-10","1,289.98","1,263.08","1,292.04","1,262.00","","2.02%"
"2021-02-09","1,264.46","1,265.38","1,270.13","1,252.25","","-0.23%"
"2021-02-08","1,267.32","1,265.75","1,267.55","1,255.14","","0.44%"
"2021-02-05","1,261.72","1,265.60","1,266.37","1,254.00","","-0.05%"
"2021-02-04","1,262.30","1,259.07","1,270.14","1,253.28","","0.27%"
"2021-02-03","1,258.96","1,258.71","1,271.56","1,252.42","","0.44%"
"2021-02-02","1,253.48","1,243.50","1,254.10","1,234.95","","1.55%"
"2021-02-01","1,234.34","1,205.02","1,237.00","1,198.90","","2.10%"
"2021-01-29","1,208.96","1,246.16","1,255.28","1,201.58","","-1.97%"
"2021-01-28","1,233.26","1,252.33","1,253.44","1,227.43","","-3.34%"
"2021-01-27","1,275.83","1,270.87","1,280.90","1,267.32","","0.42%"
"2021-01-26","1,270.50","1,299.09","1,300.72","1,270.39","","-2.35%"
"2021-01-25","1,301.12","1,302.65","1,309.17","1,293.24","","0.70%"
"2021-01-22","1,292.11","1,279.45","1,293.58","1,277.34","","0.64%"
"2021-01-21","1,283.85","1,246.51","1,283.96","1,244.52","","3.73%"
"2021-01-20","1,237.73","1,243.84","1,246.86","1,232.45","","0.15%"
"2021-01-19","1,235.92","1,242.39","1,244.62","1,223.72","","-0.05%"
"2021-01-18","1,236.51","1,207.16","1,236.90","1,207.16","","1.56%"
"2021-01-15","1,217.51","1,213.66","1,222.97","1,203.08","","0.83%"
"2021-01-14","1,207.54","1,236.78","1,241.18","1,205.02","","-2.52%"
"2021-01-13","1,238.76","1,226.65","1,238.90","1,226.53","","0.87%"
"2021-01-12","1,228.08","1,229.96","1,233.35","1,218.74","","-0.61%"
"2021-01-08","1,235.64","1,228.34","1,238.43","1,223.91","","1.75%"
"2021-01-07","1,214.40","1,221.12","1,225.70","1,208.88","","-0.07%"
"2021-01-06","1,215.23","1,216.67","1,238.11","1,212.64","","0.35%"
"2021-01-05","1,211.05","1,211.74","1,223.99","1,197.93","","-0.90%"
"2021-01-04","1,222.01","1,199.63","1,222.12","1,184.82","","2.13%"
"2020-12-30","1,196.49","1,185.94","1,199.88","1,177.82","","0.37%"
"2020-12-29","1,192.10","1,167.92","1,193.13","1,165.38","","2.60%"
"2020-12-28","1,161.87","1,160.78","1,168.08","1,156.67","","-0.02%"
"2020-12-25","1,162.12","1,165.58","1,173.57","1,156.50","","-0.46%"
"2020-12-24","1,167.49","1,156.67","1,169.97","1,149.08","","1.28%"
"2020-12-23","1,152.78","1,142.12","1,153.31","1,134.42","","2.12%"
"2020-12-22","1,128.90","1,169.37","1,170.37","1,125.60","","-4.05%"
"2020-12-21","1,176.49","1,193.23","1,202.23","1,176.16","","-0.84%"
"2020-12-18","1,186.46","1,191.58","1,198.99","1,179.34","","0.10%"
"2020-12-17","1,185.22","1,160.04","1,185.90","1,160.04","","2.41%"
"2020-12-16","1,157.28","1,173.42","1,176.40","1,153.55","","-1.18%"
"2020-12-15","1,171.07","1,193.03","1,197.22","1,165.45","","-1.42%"
"2020-12-14","1,187.88","1,190.71","1,191.18","1,176.83","","0.15%"
"2020-12-11","1,186.15","1,173.50","1,190.48","1,172.80","","2.52%"
"2020-12-10","1,156.97","1,158.68","1,167.61","1,152.22","","-1.15%"
"2020-12-09","1,170.43","1,183.83","1,188.53","1,161.70","","-1.39%"
"2020-12-08","1,186.92","1,158.18","1,188.11","1,151.57","","1.40%"
"2020-12-07","1,170.56","1,218.14","1,218.14","1,167.84","","-4.19%"
"2020-12-04","1,221.77","1,227.69","1,234.14","1,198.85","","-0.91%"
"2020-12-03","1,232.94","1,263.87","1,264.46","1,231.75","","-2.58%"
"2020-12-02","1,265.56","1,268.31","1,279.02","1,256.69","","0.20%"
"2020-12-01","1,263.01","1,242.44","1,276.56","1,238.23","","2.48%"
"2020-11-30","1,232.40","1,220.84","1,233.36","1,207.39","","1.77%"
"2020-11-27","1,211.00","1,206.09","1,216.22","1,194.01","","0.56%"
"2020-11-26","1,204.22","1,201.06","1,209.28","1,198.29","","0.39%"
"2020-11-25","1,199.52","1,224.44","1,225.42","1,194.13","","-2.10%"
"2020-11-24","1,225.21","1,210.96","1,232.22","1,204.26","","2.24%"
"2020-11-20","1,198.36","1,202.33","1,205.57","1,189.45","","-0.03%"
"2020-11-19","1,198.68","1,191.66","1,198.68","1,179.25","","0.34%"
"2020-11-18","1,194.64","1,189.68","1,208.18","1,178.84","","0.62%"
"2020-11-17","1,187.24","1,221.58","1,224.08","1,180.95","","-3.63%"
"2020-11-16","1,231.92","1,247.48","1,247.48","1,227.87","","-1.05%"
"2020-11-13","1,245.00","1,220.32","1,249.79","1,219.16","","1.93%"
"2020-11-12","1,221.46","1,213.95","1,229.52","1,207.04","","1.46%"
"2020-11-11","1,203.84","1,176.50","1,205.68","1,160.49","","1.59%"
"2020-11-10","1,185.03","1,251.88","1,251.88","1,179.27","","-6.38%"
"2020-11-09","1,265.73","1,257.37","1,267.71","1,251.41","","1.81%"
"2020-11-06","1,243.27","1,263.90","1,265.18","1,238.93","","-0.99%"
"2020-11-05","1,255.65","1,234.27","1,264.77","1,233.50","","3.17%"
"2020-11-04","1,217.06","1,172.17","1,217.99","1,167.65","","5.33%"
"2020-11-02","1,155.42","1,174.38","1,183.40","1,146.76","","-1.35%"
"2020-10-30","1,171.25","1,212.71","1,217.38","1,165.81","","-3.41%"
"2020-10-29","1,212.63","1,196.93","1,216.63","1,186.78","","-0.16%"
"2020-10-28","1,214.55","1,220.12","1,235.61","1,202.49","","-0.40%"
"2020-10-27","1,219.38","1,176.95","1,225.76","1,161.82","","1.65%"
"2020-10-26","1,199.55","1,251.15","1,253.13","1,197.93","","-3.86%"
"2020-10-23","1,247.71","1,250.63","1,252.05","1,199.00","","-0.93%"
"2020-10-22","1,259.40","1,307.53","1,310.22","1,249.71","","-4.51%"
"2020-10-21","1,318.94","1,329.58","1,342.15","1,316.46","","-0.48%"
"2020-10-20","1,325.31","1,312.28","1,329.80","1,312.28","","0.50%"
"2020-10-19","1,318.68","1,316.09","1,321.16","1,288.71","","0.46%"
"2020-10-16","1,312.59","1,327.61","1,333.63","1,292.41","","-1.66%"
"2020-10-15","1,334.71","1,360.99","1,366.80","1,330.33","","-2.25%"
"2020-10-14","1,365.49","1,345.14","1,368.19","1,345.14","","1.37%"
"2020-10-13","1,347.08","1,350.35","1,355.75","1,334.71","","-0.31%"
"2020-10-12","1,351.22","1,345.62","1,351.56","1,333.09","","1.23%"
"2020-10-09","1,334.84","1,320.88","1,338.85","1,312.89","","1.14%"
"2020-10-08","1,319.84","1,301.60","1,327.40","1,290.77","","2.06%"
"2020-10-07","1,293.16","1,262.25","1,293.82","1,261.20","","2.17%"
"2020-10-06","1,265.67","1,262.61","1,269.10","1,249.79","","0.95%"
"2020-10-05","1,253.70","1,232.03","1,255.84","1,230.51","","2.62%"
"2020-10-02","1,221.69","1,241.12","1,253.75","1,211.55","","-0.40%"
"2020-10-01","1,226.58","1,226.58","1,226.58","1,226.58","","0.00%"
"2020-09-30","1,226.58","1,227.60","1,238.64","1,220.16","","-0.06%"
"2020-09-29","1,227.28","1,187.37","1,228.06","1,187.35","","3.38%"
"2020-09-28","1,187.16","1,212.68","1,213.75","1,169.71","","-1.62%"
"2020-09-25","1,206.66","1,201.78","1,208.33","1,197.59","","1.37%"
"2020-09-24","1,190.30","1,201.56","1,220.12","1,183.17","","-1.87%"
"2020-09-23","1,212.99","1,189.39","1,214.76","1,187.46","","2.45%"
"2020-09-18","1,183.98","1,177.24","1,184.40","1,167.60","","0.51%"
"2020-09-17","1,178.00","1,175.98","1,185.45","1,166.37","","-0.27%"
"2020-09-16","1,181.23","1,159.86","1,181.33","1,159.10","","2.51%"
"2020-09-15","1,152.34","1,132.33","1,152.68","1,131.76","","2.05%"
"2020-09-14","1,129.14","1,135.09","1,136.61","1,125.47","","-0.52%"
"2020-09-11","1,135.00","1,125.42","1,135.48","1,112.85","","1.11%"
"2020-09-10","1,122.59","1,143.79","1,149.73","1,120.44","","-0.81%"
"2020-09-09","1,131.73","1,121.54","1,135.72","1,115.75","","-0.61%"
"2020-09-08","1,138.64","1,123.78","1,138.64","1,102.86","","1.90%"
"2020-09-07","1,117.45","1,137.48","1,145.06","1,113.96","","-1.97%"
"2020-09-04","1,139.90","1,147.31","1,155.19","1,130.60","","-2.61%"
"2020-09-03","1,170.47","1,176.34","1,176.34","1,160.28","","-0.21%"
"2020-09-02","1,172.95","1,163.49","1,183.12","1,159.27","","1.60%"
"2020-09-01","1,154.51","1,127.02","1,155.28","1,127.02","","2.93%"
"2020-08-31","1,121.64","1,098.63","1,123.91","1,098.63","","3.70%"
"2020-08-28","1,081.57","1,127.18","1,131.23","1,065.80","","-4.66%"
"2020-08-27","1,134.42","1,156.50","1,156.50","1,132.87","","-1.37%"
"2020-08-26","1,150.19","1,135.19","1,151.24","1,135.19","","1.50%"
"2020-08-25","1,133.22","1,150.97","1,150.97","1,131.18","","-1.56%"
"2020-08-24","1,151.14","1,136.47","1,151.73","1,125.38","","1.47%"
"2020-08-21","1,134.46","1,116.29","1,135.38","1,114.18","","2.38%"
"2020-08-20","1,108.10","1,114.87","1,122.72","1,098.55","","-0.98%"
"2020-08-19","1,119.03","1,094.50","1,119.42","1,091.41","","2.96%"
"2020-08-18","1,086.86","1,055.67","1,087.48","1,055.67","","3.40%"
"2020-08-17","1,051.08","1,045.27","1,051.82","1,039.46","","0.11%"
"2020-08-14","1,049.90","1,033.26","1,050.59","1,031.71","","1.72%"
"2020-08-13","1,032.10","1,015.72","1,032.68","1,015.53","","2.30%"
"2020-08-12","1,008.85","1,022.65","1,022.65","996.85","","-2.08%"
"2020-08-11","1,030.31","1,035.07","1,035.07","1,017.77","","-0.47%"
"2020-08-07","1,035.19","1,024.07","1,035.19","1,021.18","","1.18%"
"2020-08-06","1,023.14","1,029.56","1,033.30","1,017.17","","-0.69%"
"2020-08-05","1,030.26","1,010.59","1,030.98","1,010.02","","2.15%"
"2020-08-04","1,008.53","1,004.67","1,013.39","1,001.27","","1.36%"
"2020-08-03","994.98","965.39","995.92","964.49","","3.84%"
"2020-07-31","958.23","967.56","971.45","952.75","","-1.42%"
"2020-07-30","971.99","963.40","972.97","961.37","","1.26%"
"2020-07-29","959.89","980.98","983.66","955.94","","-2.42%"
"2020-07-28","983.72","995.54","1,000.87","982.48","","-1.08%"
"2020-07-27","994.45","1,003.35","1,005.90","991.30","","-1.79%"
"2020-07-22","1,012.60","1,010.48","1,013.71","1,001.90","","-0.23%"
"2020-07-21","1,014.91","995.61","1,017.64","995.27","","2.75%"
"2020-07-20","987.78","987.45","1,000.08","973.80","","0.28%"
"2020-07-17","985.06","999.26","1,006.55","975.18","","-1.59%"
"2020-07-16","1,000.94","1,020.43","1,023.24","999.96","","-1.59%"
"2020-07-15","1,017.12","1,003.27","1,018.26","1,000.27","","1.98%"
"2020-07-14","997.41","1,006.82","1,012.99","990.96","","-1.57%"
"2020-07-13","1,013.35","1,005.16","1,013.74","994.05","","0.97%"
"2020-07-10","1,003.60","1,000.75","1,017.74","999.59","","0.49%"
"2020-07-09","998.70","1,011.14","1,013.47","994.28","","-1.00%"
"2020-07-08","1,008.75","1,006.88","1,015.05","998.57","","0.14%"
"2020-07-07","1,007.30","991.86","1,008.52","984.07","","1.74%"
"2020-07-06","990.03","977.73","993.57","970.11","","1.25%"
"2020-07-03","977.85","947.83","978.16","944.73","","3.11%"
"2020-07-02","948.39","999.33","1,000.78","941.85","","-4.96%"
"2020-07-01","997.90","1,017.54","1,021.24","994.89","","-1.40%"
"2020-06-30","1,012.11","1,033.58","1,038.49","971.48","","-0.64%"
"2020-06-29","1,018.61","1,035.18","1,040.62","1,014.21","","-2.74%"
"2020-06-26","1,047.36","1,061.79","1,067.29","1,040.46","","-0.79%"
"2020-06-25","1,055.75","1,044.41","1,064.15","1,044.17","","-0.43%"
"2020-06-24","1,060.32","1,050.13","1,065.68","1,049.24","","0.86%"
"2020-06-23","1,051.32","1,064.89","1,065.40","1,037.31","","-0.49%"
"2020-06-22","1,056.47","1,040.63","1,059.49","1,038.93","","1.28%"
"2020-06-19","1,043.08","1,036.98","1,043.97","1,033.23","","0.97%"
"2020-06-18","1,033.10","1,026.22","1,033.21","1,009.72","","1.03%"
"2020-06-17","1,022.56","1,006.72","1,030.91","1,006.72","","2.13%"
"2020-06-16","1,001.28","976.13","1,008.40","975.86","","4.49%"
"2020-06-15","958.28","1,001.70","1,007.60","955.21","","-4.10%"
"2020-06-12","999.24","985.68","1,008.17","955.61","","-0.78%"
"2020-06-11","1,007.14","1,033.97","1,044.74","1,003.00","","-2.82%"
"2020-06-10","1,036.37","1,012.47","1,038.25","1,012.47","","1.52%"
"2020-06-09","1,020.88","1,008.67","1,023.55","995.69","","0.87%"
"2020-06-08","1,012.05","999.30","1,012.10","992.55","","1.61%"
"2020-06-05","996.06","982.59","997.83","977.82","","0.54%"
"2020-06-04","990.74","1,004.41","1,008.40","978.16","","-1.25%"
"2020-06-03","1,003.31","1,021.44","1,022.39","994.61","","-1.15%"
"2020-06-02","1,014.99","1,009.96","1,018.87","1,000.39","","1.22%"
"2020-06-01","1,002.79","983.69","1,009.42","982.95","","2.07%"
"2020-05-29","982.43","948.80","982.43","948.46","","3.63%"
"2020-05-28","947.98","954.82","958.12","932.28","","-0.80%"
"2020-05-27","955.63","947.35","955.63","935.13","","0.32%"
"2020-05-26","952.58","962.83","972.80","938.41","","-0.68%"
"2020-05-25","959.13","940.67","960.89","940.67","","3.50%"
"2020-05-22","926.71","928.69","936.89","920.82","","-0.11%"
"2020-05-21","927.70","912.47","928.32","911.86","","1.95%"
"2020-05-20","909.98","882.96","910.80","882.55","","3.33%"
"2020-05-19","880.62","883.41","886.39","870.00","","0.92%"
"2020-05-18","872.56","844.49","873.14","843.71","","3.93%"
"2020-05-15","839.53","828.78","839.76","820.03","","2.23%"
"2020-05-14","821.23","838.46","846.29","818.91","","-2.07%"
"2020-05-13","838.61","827.57","841.84","823.94","","0.58%"
"2020-05-12","833.74","834.29","842.31","830.21","","0.07%"
"2020-05-11","833.12","828.19","833.69","811.88","","1.25%"
"2020-05-08","822.80","849.81","869.89","816.91","","-2.01%"
"2020-05-07","839.71","794.39","839.71","794.39","","6.48%"
"2020-05-01","788.59","785.39","789.89","775.06","","-0.36%"
"2020-04-30","791.44","782.88","795.16","781.41","","2.23%"
"2020-04-28","774.20","761.04","774.62","753.30","","1.85%"
"2020-04-27","760.14","753.46","764.06","753.05","","2.35%"
"2020-04-24","742.66","739.94","744.87","732.33","","0.56%"
"2020-04-23","738.55","724.85","745.87","724.63","","3.25%"
"2020-04-22","715.30","719.80","721.28","705.20","","-1.99%"
"2020-04-21","729.86","756.93","759.04","727.94","","-4.15%"
"2020-04-20","761.50","743.25","765.34","743.25","","3.06%"
"2020-04-17","738.91","739.62","748.47","731.98","","1.10%"
"2020-04-16","730.88","711.77","730.88","711.42","","2.70%"
"2020-04-15","711.64","709.40","722.66","706.41","","0.37%"
"2020-04-14","709.03","680.70","712.80","679.40","","4.79%"
"2020-04-13","676.62","671.22","682.10","669.93","","0.99%"
"2020-04-10","670.01","670.96","672.71","656.30","","-0.14%"
"2020-04-09","670.95","651.76","671.71","651.24","","3.77%"
"2020-04-08","646.58","636.00","648.64","623.09","","1.57%"
"2020-04-07","636.59","625.10","642.88","619.52","","3.55%"
"2020-04-06","614.79","594.42","614.79","592.74","","3.56%"
"2020-04-03","593.63","618.42","621.54","589.44","","-3.16%"
"2020-04-02","613.00","612.13","620.99","608.49","","-0.20%"
"2020-04-01","614.20","620.78","634.36","609.79","","-0.95%"
"2020-03-31","620.09","618.04","632.07","615.14","","1.28%"
"2020-03-30","612.28","610.79","620.40","602.95","","-1.72%"
"2020-03-27","623.02","624.99","632.88","616.24","","1.47%"
"2020-03-26","613.98","629.25","629.25","611.27","","-4.23%"
"2020-03-25","641.10","617.69","643.55","617.69","","5.91%"
"2020-03-24","605.35","570.25","609.74","570.17","","8.07%"
"2020-03-23","560.17","556.58","567.73","547.21","","0.41%"
"2020-03-19","557.86","594.51","598.77","551.10","","-4.90%"
"2020-03-18","586.63","599.30","613.05","584.81","","-1.20%"
"2020-03-17","593.75","550.38","594.94","543.32","","6.11%"
"2020-03-16","559.54","573.13","596.54","559.19","","-1.02%"
"2020-03-13","565.31","586.55","586.82","527.30","","-5.75%"
"2020-03-12","599.82","622.44","637.30","594.68","","-5.39%"
"2020-03-11","633.99","664.31","678.85","633.91","","-4.72%"
"2020-03-10","665.43","634.38","670.09","602.15","","2.98%"
"2020-03-09","646.20","700.95","700.95","641.18","","-9.75%"
"2020-03-06","716.00","732.59","735.25","714.83","","-3.65%"
"2020-03-05","743.13","748.32","749.18","735.68","","0.95%"
"2020-03-04","736.17","714.68","741.89","713.63","","1.60%"
"2020-03-03","724.61","755.73","767.20","724.22","","-2.28%"
"2020-03-02","741.51","701.85","755.95","701.85","","5.83%"
"2020-02-28","700.63","732.46","732.50","697.07","","-6.28%"
"2020-02-27","747.57","776.87","778.94","742.40","","-4.28%"
"2020-02-26","780.99","792.51","799.17","770.56","","-2.18%"
"2020-02-25","798.36","811.75","811.86","782.24","","-3.63%"
"2020-02-21","828.46","822.67","834.54","822.65","","0.63%"
"2020-02-20","823.30","837.69","840.36","822.47","","-0.83%"
"2020-02-19","830.15","812.24","831.07","812.24","","2.66%"
"2020-02-18","808.62","824.62","826.13","805.72","","-2.43%"
"2020-02-17","828.80","835.49","836.23","825.94","","-1.53%"
"2020-02-14","841.69","850.28","852.58","841.16","","-1.79%"
"2020-02-13","857.03","854.54","858.84","854.12","","0.53%"
"2020-02-12","852.49","844.61","853.03","844.12","","1.38%"
"2020-02-10","840.90","844.81","847.78","839.33","","-1.06%"
"2020-02-07","849.89","849.37","854.18","845.03","","-0.13%"
"2020-02-06","851.01","849.34","853.20","846.92","","0.71%"
"2020-02-05","844.97","847.09","852.95","842.99","","0.96%"
"2020-02-04","836.92","824.94","838.44","823.59","","1.66%"
"2020-02-03","823.28","809.55","826.63","802.31","","-0.01%"
"2020-01-31","823.37","815.79","825.12","813.00","","1.43%"
"2020-01-30","811.77","835.67","839.46","805.55","","-3.10%"
"2020-01-29","837.77","853.94","855.17","836.70","","-1.49%"
"2020-01-28","850.42","842.35","850.80","838.33","","-0.12%"
"2020-01-27","851.45","853.88","855.34","847.13","","-2.06%"
"2020-01-24","869.40","878.24","878.24","863.49","","-1.16%"
"2020-01-23","879.63","883.68","884.64","879.43","","-0.72%"
"2020-01-22","886.04","884.07","889.12","883.30","","-0.02%"
"2020-01-21","886.24","886.66","888.15","881.51","","0.11%"
"2020-01-20","885.26","886.81","888.89","884.84","","0.05%"
"2020-01-17","884.81","888.98","888.98","879.64","","-0.20%"
"2020-01-16","886.60","887.93","894.41","885.40","","-0.05%"
"2020-01-15","887.00","885.91","888.28","882.77","","-0.05%"
"2020-01-14","887.46","895.60","895.60","885.21","","-0.27%"
"2020-01-10","889.89","887.27","890.22","883.15","","0.47%"
"2020-01-09","885.76","883.25","889.49","882.92","","1.69%"
"2020-01-08","871.00","888.66","888.69","860.34","","-2.49%"
"2020-01-07","893.27","885.44","893.69","885.44","","1.42%"
"2020-01-06","880.80","885.73","890.50","880.80","","-1.86%"